,ANXA1,ANXA2,APAF1,ARID1A,ATM,BAP1,CASP2,CDKN2A,CRADD,CRYAB,DNMT1,DNMT3A,EPAS1,ERBB2,ERN1,FLT1,FLT4,GSTP1,HNF1A,HSPA9,HSPB1,HSPD1,IGF1R,IL6,IL6R,KDR,LRRK2,MAPK8,MTOR,MYC,NDRG1,NF2,PAK1,PIK3CA,PTEN,PTGS1,PTGS2,RELA,RNF139,SETD2,SLC2A1,SOD2,TGM2,TP53,TSC1,TSC2,VEGFA,VHL,Y
28,35.8453181,35.69223587,32.90764023,33.96020862,37.01765579,33.68443072,34.69151105,31.22596627,32.33772,35.07351,36.53583,32.39876,37.72016,32.39182,33.0985,35.51887,32.67079,36.1424,33.13972,35.80999,36.58153,36.40897,34.63752,24.29608,32.14541,34.04435,35.01898,32.46885,34.19899,32.61681,38.48677,34.30464,34.63093,34.60932,36.16043,31.38234,28.48728,31.78239,32.46247,34.15359,31.77207,37.68494,34.52512,33.90675,32.31233,34.75589,40.05177,33.07403,0
29,36.0894615,36.87297383,33.0531755,34.07987918,35.82717378,33.49284232,32.86464264,30.73481171,31.59023,37.50887,35.16991,32.27136,37.91654,33.89563,34.45638,34.32892,33.55718,35.5893,30.20185,36.38642,37.5163,35.69157,35.57575,30.78242,32.61549,32.65981,33.89357,33.62352,34.22337,33.88464,37.9511,33.83947,33.2432,33.23847,35.71361,33.1057,31.63241,33.99434,31.63059,33.77916,33.32342,36.64623,36.38101,35.6213,32.72354,35.1555,39.73532,32.26444,0
30,35.22896625,37.81693166,33.64440839,33.81854681,36.4251727,32.89257041,34.23868963,32.62155005,32.60827,39.23526,35.91488,32.38434,37.06045,33.81135,33.56034,34.56203,30.83713,35.29076,31.8522,37.23182,37.56756,36.92248,33.8074,30.50102,33.86307,33.00741,34.83709,33.79979,33.24428,33.19115,39.79833,32.99015,34.42196,33.11406,36.97114,32.22794,29.33154,32.70856,32.84129,33.33105,32.85885,38.72241,36.27262,34.77403,32.89436,34.89663,38.41022,32.18444,0
31,35.02829436,36.82228054,32.13744576,34.05896209,35.51042474,33.92418113,34.36685642,29.08671965,32.17229,36.7913,34.8964,33.68269,38.88147,34.29627,31.83889,35.09152,31.56358,36.2924,30.95607,35.81358,37.80952,36.43979,36.37383,33.31571,30.87509,32.79005,33.80742,32.91157,33.45795,33.57261,40.77444,32.42807,34.62536,32.44021,35.27228,32.84234,33.70217,33.28523,31.26782,33.39691,34.94231,37.57024,34.99056,36.5513,33.38167,36.15458,40.79282,29.55647,1
32,34.91406276,36.66179523,32.69047766,34.33464031,35.4191848,33.48215132,34.47414012,33.51038672,31.79446,37.20212,34.86426,32.50927,36.74275,34.74669,31.8926,32.66427,32.35898,36.76224,32.61244,35.81361,37.60916,35.87817,35.113,30.40736,33.77221,30.93373,34.19843,32.40612,33.79023,32.69023,38.22338,34.14983,33.06661,33.03581,36.49972,32.76065,30.05611,33.92521,32.33853,32.90743,33.29177,37.69522,36.61159,33.46325,32.70867,35.57148,36.67216,32.07804,0
33,36.35910498,36.08380318,32.95241358,33.91170624,36.18760125,32.49201018,33.52076527,30.86067217,31.89353,38.13136,34.84212,33.40463,37.95201,32.47482,31.46279,35.11247,33.27057,35.74118,33.027,37.26893,37.46501,36.04547,34.08291,30.94604,33.77733,33.10378,35.128,33.37871,32.43436,34.21427,40.04164,33.34783,34.54315,33.49249,36.89801,34.06043,31.84872,33.40941,33.64744,33.43511,34.0561,38.5424,33.24322,35.62678,33.39661,34.82624,39.98429,32.19045,0
34,35.33480239,38.68696142,33.08146906,33.31112796,34.58048162,33.38601925,33.35434245,24.50161888,33.38527,40.05105,36.28878,32.07157,37.04465,33.84459,30.91528,34.50498,31.71483,36.28965,31.80034,37.34196,38.08506,37.52539,34.28755,32.2074,32.67909,32.92881,34.81969,33.99083,32.87964,33.19069,38.52023,33.93609,35.19004,33.32984,37.58374,31.5936,32.56198,33.16559,33.5604,32.97898,34.67576,40.2601,35.01177,34.34409,31.78938,34.2,38.33288,31.0072,0
35,36.28398903,37.5994101,32.15053755,34.05614214,35.6265055,33.16089491,33.87841007,32.01758954,31.76622,40.6941,35.55839,31.92949,38.31093,33.46668,31.92583,35.36277,33.22002,36.17764,31.39331,37.25569,38.21896,35.78074,36.09634,34.48801,32.74992,33.15278,34.21029,33.8527,33.68001,32.8936,39.7003,33.92941,34.63602,33.68339,36.6287,32.04671,31.09901,33.02478,31.83364,33.00757,35.18912,39.16216,35.65874,34.66919,32.72168,34.90889,39.27414,31.90031,1
36,35.26074962,38.06750916,33.45804675,34.9537067,36.47688371,32.87289636,33.11235905,32.875043,33.22833,35.53574,35.60879,31.20097,38.49299,30.70377,31.30694,34.90519,32.7408,35.21012,25.25893,36.83349,37.99049,35.942,36.39583,33.346,33.24461,33.11619,34.13916,32.76571,33.72647,33.9016,40.53389,33.90075,31.69179,32.70673,37.1101,35.15486,33.98265,33.00066,33.21646,33.22673,35.75184,37.47927,36.85929,33.48096,33.53046,34.51236,40.76846,31.35354,1
37,33.72002739,35.21316925,33.27913096,34.20825978,37.70359131,33.0926036,33.06612788,30.44942068,31.82783,38.05395,36.23234,33.17903,38.30625,33.26534,31.87291,35.47084,33.89036,36.35967,32.16523,37.24318,37.76111,36.71159,36.16729,32.13692,33.80535,33.11952,35.24868,33.07517,32.98039,33.78992,40.2016,33.59144,34.93133,32.50788,37.6299,31.6295,32.45242,34.04913,32.37365,33.51507,33.90722,36.88568,33.22821,34.35794,33.33124,35.96253,40.72336,30.8842,1
38,35.95639969,37.73321729,32.84486986,33.12652983,36.10116953,30.62522282,34.02555005,31.16182149,33.84377,38.52717,34.45764,32.96437,37.93276,32.8475,32.51075,35.3531,32.75802,35.89483,32.76014,36.98516,37.93825,36.10208,34.70887,33.31508,32.85328,33.41428,34.33118,33.04684,32.63446,32.74483,40.3062,33.25872,34.30773,33.14868,36.26911,30.41463,32.5938,32.92397,32.49066,33.25497,34.99934,37.49115,36.39832,35.88948,32.73166,33.80004,40.71375,31.17131,1
39,36.15975554,36.33479448,33.37719079,33.02667405,36.10470919,33.06658648,34.39586328,32.40284637,32.16536,36.56236,35.43402,31.86957,37.57839,33.06746,32.81039,35.35707,33.01597,35.58861,32.2203,36.23594,37.4925,35.35656,34.20896,29.45396,33.70438,33.8229,34.19548,33.14815,33.589,32.70099,39.96953,34.18658,33.25914,32.9767,36.85926,30.56451,30.44623,32.86075,33.5531,32.97091,33.9383,36.14906,34.77159,33.06034,32.87974,35.14273,39.17223,32.3053,1
40,36.29966038,37.75908073,32.93078448,34.45945238,35.50924774,32.57990639,34.42109556,24.50161888,32.8253,39.55825,35.05612,32.93657,35.23492,35.68377,29.91295,31.04415,31.05363,36.32542,34.21525,36.39782,38.63554,38.02708,35.86494,24.29608,32.08242,28.56669,37.22952,31.83553,33.30874,32.75363,36.11471,34.84638,33.19528,32.81433,37.70073,24.29711,28.73119,33.00013,32.90856,33.52124,30.85643,35.89994,34.01602,34.61866,33.07849,35.34515,34.98679,30.89403,0
41,36.37849358,37.38323778,33.07682283,34.12878827,36.63692229,32.50566564,33.37770532,31.29942329,32.61864,39.37065,36.47745,31.52846,38.4452,33.48815,32.96142,35.37193,33.43545,35.51222,30.97334,37.30357,37.87147,37.10294,36.43154,31.81679,32.68186,32.87352,33.6148,34.82685,33.69631,33.78048,39.89516,33.60426,33.2176,34.20215,37.95014,33.19971,30.76521,33.24348,33.36947,32.93344,33.7496,38.66722,36.37458,32.99527,32.80056,35.38017,39.49356,31.16832,0
42,36.50139369,36.83663997,34.40977279,33.23584501,35.40827872,32.60498455,34.94895721,31.35757337,31.56545,41.17953,35.7307,33.19031,36.61642,31.92299,33.42467,34.4881,32.13022,32.26697,32.27765,37.73952,39.06934,37.55218,35.25765,34.89661,33.91846,32.11493,33.73937,32.73182,32.88711,32.73028,40.58143,34.0974,33.61085,30.91756,36.74205,32.49355,32.74399,32.52824,32.14281,32.57248,34.4999,38.88016,35.11495,34.01316,32.37043,34.93594,39.48724,30.68011,1
43,36.2782924,36.96318557,32.74575497,34.62830147,35.09397636,34.61933815,35.07835261,32.04858305,34.03898,36.98456,34.66999,31.33706,38.00481,32.98295,34.44152,34.65388,32.74965,36.14214,32.74297,36.17426,37.53683,35.55743,35.59419,32.11174,33.45388,31.75301,33.75347,32.67199,33.94408,33.89033,39.01966,34.03372,33.93179,33.09723,35.13166,31.50154,30.93117,34.21175,31.34658,33.82452,33.90584,37.55104,37.26843,34.39162,32.82349,35.49249,39.71235,32.08039,1
44,36.53428727,37.03401624,33.52503324,33.35795877,36.66304664,32.58586389,33.90159986,32.01187308,32.92985,38.82825,34.39077,31.46514,37.89336,32.87087,33.24442,35.7537,31.8832,33.46962,32.77501,37.25479,37.17653,36.77722,34.93847,30.75427,33.33818,33.66441,35.78852,33.32718,33.46656,33.12448,39.35613,34.11393,34.03345,32.68197,36.58375,31.11893,31.38885,32.8685,33.41232,33.44724,33.60191,38.92892,36.06673,34.48647,33.29182,34.99147,39.37661,32.71556,0
45,35.21935006,37.81207556,32.87135343,34.05732813,36.13931747,32.18714302,34.52764788,31.43399073,32.48044,37.93784,36.04356,33.47077,36.9876,33.73597,33.58998,35.17907,32.68445,34.01085,32.13743,36.38353,37.50698,36.88722,35.32864,30.52482,33.72144,32.81622,33.9706,32.88587,33.56956,33.01985,39.85025,34.23243,34.00374,31.78535,35.74978,32.16751,30.21234,33.30386,31.91383,33.34949,35.29404,39.53418,36.98772,34.42311,32.65885,35.25119,39.83454,31.87425,0
46,35.90804563,36.73098673,32.12005773,33.69223209,35.73293852,33.58688429,34.36835171,32.01199423,32.27426,39.45164,35.25047,33.05112,38.35481,34.36034,34.16145,35.26171,33.77721,36.12837,32.93471,35.80593,37.33442,36.01531,35.12369,27.97473,33.93401,33.66571,34.4106,32.12006,33.25962,33.67372,39.84867,34.0885,33.93217,32.46032,35.82186,31.78474,29.04552,33.88932,31.56153,32.93132,33.98745,38.0097,36.59557,33.81581,33.82437,35.62517,38.95075,32.35922,0
47,36.38928882,36.87487233,32.54110929,33.96109989,35.36794528,33.3055895,33.07375528,27.29750934,32.73001,38.83514,35.84911,32.14511,38.89628,33.76615,32.18427,33.45075,32.20219,35.64933,26.49825,36.15032,39.41761,36.82377,35.78115,36.06162,32.47138,31.78642,33.60612,33.32642,34.02103,34.97133,37.99016,33.57292,33.84398,33.5826,36.89413,30.99244,34.72579,33.52055,32.52915,34.15246,32.34285,37.27455,36.46121,33.06353,33.66321,35.21581,35.61525,32.10457,1
48,34.71298969,36.537545,33.24161936,33.56645231,36.77353862,33.18902523,34.46966531,31.81557703,33.87562,38.47456,35.09919,32.31009,38.46163,34.64565,32.39684,36.52825,33.42981,36.30616,33.54551,37.153,37.25707,36.68184,36.04763,28.14811,34.21087,34.24817,34.8281,33.67507,33.7697,33.07699,40.5768,34.05693,34.71478,33.47121,36.33043,34.3742,29.09394,33.38135,32.54575,32.72412,33.61375,38.70526,34.37399,34.17134,33.45978,34.83739,40.2246,32.45241,1
49,36.89593015,38.00187426,33.60339346,34.00674964,36.14926077,33.65028971,33.93538723,30.31906938,32.10637,38.1155,36.31083,33.31033,35.79973,33.2726,33.53127,31.44769,28.11419,36.08687,30.75541,37.10341,37.9663,36.83099,34.89587,33.72567,34.14761,33.85384,34.13115,32.94489,34.02742,33.08997,39.32286,34.00034,34.42791,32.83667,36.31583,32.2921,31.93464,33.0429,32.34733,33.70162,33.12969,39.1851,36.30155,34.72803,33.79821,35.7106,36.47364,32.98937,0
50,34.94265887,36.47416187,32.17130849,33.42917462,35.91288584,32.56502892,33.32792187,32.19184756,32.06431,36.01737,35.54695,31.60501,37.5741,32.86803,32.58884,34.90494,34.06335,35.31237,32.38306,35.98351,37.75264,35.6195,33.82509,29.87476,33.12638,32.82286,33.40327,31.58446,34.10431,32.99749,39.32466,33.8805,33.14033,31.65675,35.55455,32.32992,31.52603,33.08841,30.96881,33.23599,35.10475,37.07829,35.97766,35.53983,32.87109,35.08271,39.47927,30.56966,1
51,36.13390182,38.82816185,33.28957492,34.33534983,36.80279439,34.12939857,34.90833356,31.46890582,33.54065,33.22721,36.96339,32.93668,37.04982,34.09086,31.97027,31.83135,29.68752,36.75221,31.82505,37.49155,37.57966,37.82969,34.25459,30.52786,33.20543,28.90226,32.40501,32.65294,33.82666,34.2996,40.34571,34.70098,33.98818,32.77767,36.26757,30.76459,28.97176,33.96416,32.49568,33.94799,37.2513,37.98147,38.26032,36.36869,31.94609,35.48934,39.91376,33.23535,1
52,35.39827444,36.19584997,32.46508497,33.99888072,36.92952934,32.97349465,33.91022003,29.00679922,32.63662,37.90959,35.32612,32.80748,37.61854,33.45093,33.68578,36.27228,33.47506,35.74372,32.39559,36.75325,36.94477,36.30732,35.90182,32.07428,31.57621,34.52912,36.26135,33.02622,34.35173,32.93919,40.06459,33.61291,33.65585,32.9067,37.12633,29.2073,32.02082,32.93394,33.68848,33.41468,34.20041,37.59136,34.96561,35.91553,34.43402,35.14838,39.75124,32.50433,1
