,id,AGO1,AGO2,AGO3,AGO4,ATM,BLM,BRCA1,CCNH,CDK7,CETN2,COPS5,CUL4A,CUL4B,DDB1,DDB2,DDX20,DGCR8,DHX9,DICER1,DROSHA,EGFR,EIF4E,ELAVL1,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,EXO1,FEN1,GTF2F1,GTF2H1,GTF2H2,GTF2H3,HDAC1,HSP90AA1,HUS1,LIG4,MNAT1,MOV10,MSH2,MSH3,MSH6,NPM1,PABPC1,PARP1,PCBP2,PCMT1,PIWIL1,POLD1,PRKRA,PSMC2,RAD23A,RAD23B,RBX1,RPA1,SLX4,SMARCB1,SRRT,TARBP2,TCEA1,TNRC6A,TP53,UBE3A,UBE4B,UBQLN1,XPC,XRCC5,XRCC6,Y
70,70,31.80829937,34.17827148,34.13351698,32.91564312,36.29780241,31.96195108,31.37071492,33.89691516,33.59935826,30.41106264,34.76540761,34.54918,33.34039,34.2395,31.50832,32.17354,33.68147,36.07821,35.76594,36.55588,32.76198,36.11673,31.96775,34.30187,32.39894,33.96993,32.52802,33.78398,29.53093,31.25333,31.8877,33.59013,36.76859,33.12073,33.87479,36.86107,33.70865,33.40481,34.42553,34.35037,32.62366,33.06635,33.50964,38.01184,38.73945,34.38272,37.12837,31.57129,24.17191,31.7154,34.79407,33.76291,33.00525,35.87125,32.95458,32.47425,31.80524,35.01922,35.07445,30.02791,37.00618,35.00297,35.11615,35.07704,33.97862,34.546,32.58082,35.21877,36.35659,1
71,71,31.39159012,33.96121598,33.86822519,31.57304307,36.53666871,31.81085616,34.13510398,34.18351318,33.95963715,31.88003634,33.62007237,34.51,34.24811,34.17099,33.38933,30.68352,32.73159,35.09558,36.27359,35.24429,33.89852,34.32025,32.38288,35.1133,33.82104,34.20489,32.89933,34.48093,31.87015,30.06664,33.64637,33.07277,35.66943,33.04411,33.47898,37.87571,33.18698,32.98233,33.64806,33.26634,33.95718,34.13274,34.17923,39.1764,39.80603,34.65389,38.34255,32.51382,21.82117,31.16581,33.99655,33.80884,33.17388,34.98895,32.49203,33.43841,32.14599,34.30895,34.89638,31.57451,34.46719,35.25538,35.23777,35.41977,33.39046,33.89069,32.76533,35.69118,34.83551,0
72,72,31.61495948,33.4600974,33.70434158,32.01017254,35.1084102,27.05583623,31.70324021,32.09404421,33.85101148,31.56549305,32.92788584,33.15662,33.2705,35.4653,34.47542,29.51738,31.97826,35.25693,34.22502,34.35436,36.24955,32.13903,32.52294,36.25858,33.43243,34.15261,30.45243,34.57224,28.0357,30.88101,34.82892,31.87803,32.85618,31.27183,33.06909,35.6842,31.94125,29.62187,33.082,34.81064,31.68747,32.64695,32.88864,38.46421,38.34302,34.38169,37.83104,33.90342,21.08764,33.36701,31.91756,33.8998,34.86857,33.55974,32.33353,32.26807,31.75497,35.40391,35.40789,31.87203,34.85071,34.06142,33.33365,33.10239,33.66695,32.49011,32.79881,33.83765,35.18352,1
73,73,30.08644151,34.96868768,31.81956009,32.52710283,35.29167774,21.5807801,30.46919818,33.56908213,34.12171644,32.23093744,33.36814563,35.03194,35.22126,36.38487,32.83564,32.70761,32.37068,34.6253,34.97805,35.88032,34.97178,35.98841,33.33003,36.35015,34.49189,33.84771,34.463,34.44768,23.864,31.89977,34.40452,34.55286,35.19788,30.88037,33.48434,39.1938,33.91769,32.79845,35.41012,32.86365,29.24299,33.76356,33.75296,40.25446,38.66768,34.75829,38.9896,33.01431,21.08764,30.36562,34.26297,34.72339,33.91055,36.85991,34.14417,32.55432,32.66455,35.65798,35.18466,25.58523,35.01653,36.96971,35.1487,34.93063,34.09684,35.33545,33.86269,34.71759,36.16718,1
74,74,31.66978,33.52151526,34.07129324,31.30391431,36.72096649,32.2533205,32.20922515,33.43393218,34.12440703,31.24426369,32.96076369,34.08474,33.76863,35.03662,33.28862,30.95477,32.31817,34.88895,34.61955,34.72375,35.9676,35.01569,32.57091,35.2614,33.21047,33.59288,32.42298,34.35277,30.28747,31.82146,33.50619,33.31157,34.11809,31.49142,32.73359,36.57559,32.95406,32.49341,32.16228,34.31125,32.63749,33.24501,33.9933,39.34462,39.83882,35.94762,37.05919,32.60321,24.54394,30.26368,33.98705,34.53602,34.15368,35.64653,32.80329,33.16894,31.72398,34.33517,34.43399,31.87918,34.78465,34.92574,35.34724,34.79418,33.36489,33.9528,32.84108,34.63416,35.69655,0
75,75,31.88508234,33.81409488,34.01954728,32.91339709,35.81338509,33.19558009,33.58300077,33.41386019,33.61325178,31.74425962,33.69773327,33.14159,34.246,35.57336,34.12565,31.96273,32.50218,35.13804,34.89065,35.57277,35.75267,33.53365,33.0861,35.7603,33.64647,33.9693,32.16887,33.18451,31.59069,32.83212,33.77669,32.49781,33.40332,32.62418,34.51886,36.16566,33.24937,30.81676,32.37445,34.73176,32.98123,33.02014,33.98952,37.71823,38.7317,35.66574,37.47746,32.21133,23.84166,32.53436,34.08765,34.3437,34.36476,34.69806,32.25104,34.36284,32.70204,34.46335,35.16311,31.15583,34.8735,33.85235,34.07554,34.79054,34.48496,33.83651,33.02507,35.1695,34.984,1
76,76,31.36570267,33.61923144,33.59584897,32.72499922,35.15211576,29.38727928,31.49189721,33.33130109,31.9552461,32.17566579,32.59937967,33.56972,32.91816,34.33896,32.56326,30.89193,31.96027,34.38393,34.90522,33.99809,34.40428,33.8798,32.4738,35.00179,32.31804,33.34922,31.29744,33.91074,28.86728,29.773,32.85868,31.96862,31.58138,30.82593,33.00961,36.55266,32.21948,31.14279,32.84946,33.8473,31.66516,32.21983,32.85608,37.53189,38.35043,34.05676,37.10912,32.14569,21.56569,31.61231,32.57482,33.52762,33.66069,34.48983,31.42584,32.60015,30.85018,34.12212,35.15516,30.25043,34.34382,33.81686,32.66838,33.62281,33.0137,33.52278,32.50078,34.36276,34.69267,1
77,77,31.47098843,33.64403673,33.41318893,32.04835792,35.9837546,27.81115873,32.00408133,34.61920134,34.59919656,33.48813156,33.73868766,34.68591,33.56395,35.44731,34.21358,34.05323,31.60092,35.25214,34.68235,34.07766,36.50361,33.61502,31.63695,36.41346,32.13363,33.49414,32.46799,34.84834,28.94759,26.99143,32.96708,32.42604,32.18121,32.82229,33.28409,36.89742,33.75741,30.81376,30.72982,34.36919,33.13168,33.83652,33.35052,41.18219,39.40548,36.0143,38.60386,33.2947,21.08764,31.7796,33.89998,34.34601,35.3606,34.98847,32.11382,32.88103,30.64468,34.6926,34.05281,30.71226,36.05911,35.42146,34.34241,34.35744,33.70778,34.17223,33.10792,35.18955,35.50252,1
78,78,32.43306768,33.82358299,34.31495256,31.8432119,36.15475938,30.80040425,32.43943952,33.84170651,33.7730681,30.61123889,33.40740225,33.73128,33.90391,34.58853,33.93342,30.85286,32.44516,34.74962,34.28554,34.80613,35.31326,33.14495,32.48671,35.00172,32.51635,34.00247,31.62021,33.85179,29.08312,30.57552,33.55751,32.707,34.17212,32.16555,33.39229,33.72065,33.05841,31.27251,31.86223,33.88621,32.82938,33.69721,33.72427,37.944,38.52441,33.82226,37.56536,31.85069,21.08764,31.8468,33.47873,33.2907,34.09813,34.40034,32.52811,33.61547,30.9952,34.42968,34.67547,30.81451,34.28503,35.14227,33.6308,33.98688,33.9177,33.20244,32.69467,34.5278,34.70425,0
79,79,32.32415628,34.45975462,34.08869693,31.89176038,34.94956301,32.21785452,32.92722216,32.81530898,32.83983696,32.6354043,33.3594509,34.06555,34.37961,35.7893,33.55778,31.92308,33.80308,35.43183,35.18002,35.55321,35.41874,34.95777,33.36869,35.90293,35.32751,33.96893,31.78353,32.84853,31.54437,33.95493,33.75367,32.63488,32.82896,32.40458,33.98731,37.65712,32.9586,30.84812,34.65167,36.42357,33.14583,31.52531,34.64024,38.4018,38.20686,35.82625,36.86159,33.33499,19.43493,33.36281,33.59682,35.28813,34.33985,35.45548,34.36671,33.93295,32.15481,36.02464,35.97275,31.93294,34.90102,35.32356,34.31895,33.71056,34.4074,33.88791,32.14871,35.51034,36.26578,0
80,80,32.02340436,34.30640577,34.30855235,32.11716692,36.01497259,30.64484546,32.35024371,33.97110553,32.55612172,30.63661286,33.27016032,33.93617,34.06358,34.72597,33.61595,31.83624,32.46432,34.9803,35.14928,34.37662,34.96142,33.58365,32.42987,35.31108,32.35361,34.06786,32.7271,33.82551,29.30731,29.7552,33.22124,32.76057,33.35921,31.73298,34.02906,35.52029,32.57418,31.06074,33.84593,34.09224,32.61115,32.90659,33.44785,37.68628,38.54423,33.73535,37.7433,32.44231,27.425,31.61502,33.27319,33.58907,34.03256,35.09247,32.34911,33.22379,30.70891,34.72687,35.3007,30.44011,34.6655,34.97444,33.81702,34.40883,33.8033,34.00458,32.70498,34.87193,35.41846,1
81,81,31.77149056,33.72190835,33.70701612,30.23990696,35.97488196,33.1639762,32.51051344,34.50801347,32.99961377,30.04584813,33.36939814,33.94823,35.49468,34.73724,31.42632,32.30449,32.55375,34.79799,35.15039,35.21209,34.13834,33.85896,32.66725,35.96357,33.94749,33.27605,32.81372,34.1656,24.7325,28.55789,31.40701,33.26048,32.7164,32.9098,33.55801,36.65261,32.51321,32.20604,33.78362,34.50462,32.35861,34.26531,32.78508,38.76407,39.05658,34.37834,37.79783,32.36604,21.08764,31.37222,33.58418,33.49444,33.34556,35.87827,31.11929,34.91749,30.89371,34.23952,34.83542,22.66962,35.81008,35.69532,33.35766,35.669,34.03997,34.57572,33.55045,35.16357,35.68266,1
82,82,31.64442624,34.02532903,33.27250438,33.21570573,36.81890033,31.53066501,32.94604822,34.4010941,35.57729531,32.74244253,34.71732524,34.49782,34.36767,35.3553,32.287,32.86328,33.11655,34.81165,35.70915,35.98006,33.49735,35.70561,33.43033,34.29529,34.87008,33.14052,33.87347,34.67705,28.5084,31.89996,33.36783,34.53303,35.63534,33.23638,33.73437,38.39123,33.90102,33.03773,33.34299,32.53058,33.63061,33.38837,32.98939,39.97359,40.26243,36.04808,39.80298,33.66278,21.08764,31.47707,35.38717,34.77329,34.38054,36.76617,34.3354,33.93977,29.63923,35.56991,34.34323,30.32924,36.25275,34.57723,35.99596,34.7904,32.98103,35.59077,32.96776,36.20438,36.12438,0
83,83,31.68469333,34.34215651,33.66574275,32.19453643,36.20024159,30.89312536,32.80916261,33.08882329,33.64196429,32.35949131,34.19549923,33.91704,33.75353,35.52338,33.32495,30.93908,32.32422,35.03381,34.95882,33.98798,36.40359,33.18184,33.30152,35.1732,33.42631,33.68883,32.35746,34.54789,29.53859,31.37028,33.43492,33.09161,32.72274,31.79218,34.16451,35.90198,32.89427,32.16903,32.71569,34.2855,32.77627,32.22583,34.08959,38.18152,39.11011,35.62996,37.52265,32.81251,21.08764,32.45357,33.63719,34.77251,34.35075,34.98893,33.63444,33.87294,31.914,34.52166,35.10816,31.8419,35.80753,34.57852,34.81239,34.75091,33.7546,33.91858,32.51367,35.00122,35.29738,0
84,84,32.15178921,34.16876408,34.00412557,31.72034469,35.64255635,31.14787253,31.34216626,33.96031411,33.57014504,31.84573953,33.03851212,33.6656,34.04182,34.72296,32.73632,31.34125,31.44095,34.81458,34.69624,34.2688,35.38769,34.47331,32.84069,35.07776,33.23162,32.90423,32.23494,33.16737,29.58508,30.31973,33.05643,33.10979,32.47054,32.70667,33.51572,36.06601,32.764,31.20772,32.36538,33.74019,32.82813,32.69665,33.10847,39.04886,39.6509,33.98643,38.15063,32.1438,21.08764,30.68738,33.94046,34.17617,34.32013,35.46442,33.72131,33.15195,30.15065,34.39219,34.21289,31.10008,34.5972,34.03607,34.16262,34.33868,33.03501,34.50287,32.4646,34.96473,35.17954,0
85,85,31.98548953,33.38683899,35.04270104,31.1751482,35.59813837,32.43963537,34.17566086,34.53715928,34.5643844,33.03746349,33.8992115,33.4847,34.06881,35.63948,33.79653,30.56028,30.80182,34.61899,33.65352,35.27359,36.10498,34.77555,32.03689,35.95335,32.54501,33.36411,33.53447,34.73023,32.20033,30.22059,33.35041,33.59297,33.5751,33.9218,33.49032,35.86277,34.03303,30.79928,32.46337,34.9873,33.19714,34.07482,33.53578,39.2818,38.78278,34.8823,38.57924,33.93927,21.08764,31.09807,33.72278,33.83234,34.15108,36.11239,33.03313,34.46995,30.10829,34.91806,35.21834,32.26232,34.82167,35.26882,34.93107,34.52837,35.4131,33.77603,32.77138,35.00315,35.42637,0
86,86,31.285794,34.02364455,33.2004815,30.5016935,36.35723171,29.99442121,32.74572199,33.66324621,33.69749131,32.75807565,33.70969298,33.88346,33.8163,35.32102,33.82629,30.92888,31.7593,35.39055,34.91029,34.84116,34.76902,34.81313,32.83824,35.32474,32.9582,33.50216,32.32897,34.43266,30.71934,31.29431,33.71365,33.29475,34.11764,32.54138,33.98386,36.80721,32.99771,32.08023,32.51045,33.85212,33.1047,32.85464,33.83037,39.30701,38.82818,34.27224,37.87668,32.61918,21.08764,31.10212,33.5171,34.37425,33.94798,35.45687,33.33614,33.62183,31.2556,34.5937,34.71864,31.21235,34.89194,34.37719,34.79643,34.74771,32.92661,34.19913,32.47115,35.39086,36.07579,1
87,87,31.38591459,34.61258152,33.29698108,31.7126394,35.41387039,31.72774114,32.93391862,33.85936892,34.00801697,33.70100171,33.43601559,34.27304,33.74123,35.33368,34.11317,32.24113,31.92855,35.29034,34.61235,35.30954,33.05271,34.67654,32.76422,35.84421,32.83694,33.56025,32.25024,35.00287,30.66592,32.37941,33.48412,32.86687,34.4938,32.8799,34.00059,38.46928,32.82774,31.81387,33.25223,34.58269,32.6466,32.85793,34.38382,40.60303,39.87753,34.97738,38.24848,33.21321,24.35549,31.99098,32.92487,35.55232,33.75562,35.3672,32.61886,33.00395,30.8652,34.49001,34.89089,31.78483,35.49571,33.19542,34.89437,35.03176,33.44677,33.78108,32.95352,35.48272,36.19152,0
88,88,30.8325956,34.37806602,31.93317434,31.10137365,35.50548374,27.72501246,31.72512964,33.58247871,33.63849124,34.23469977,33.35373475,34.24685,33.87164,35.27943,33.12062,30.40026,33.31774,35.3072,34.03358,35.98855,35.36629,35.37402,33.69913,36.26479,32.87647,33.96686,30.57125,34.86095,29.5725,31.60432,34.54714,33.21747,33.7449,31.33081,32.91015,37.37534,31.46888,30.98958,32.93089,33.31929,32.05868,32.96841,32.80201,40.54288,39.14054,35.41739,37.49512,33.28319,19.43493,29.4905,32.60727,34.82019,35.0981,35.42921,31.10394,33.24662,31.08443,34.8655,35.30312,30.73081,35.50489,35.04993,36.22918,34.3116,33.91582,35.13857,33.61257,35.34385,36.31341,0
89,89,30.1839372,34.09132806,33.53813471,30.78894711,35.30171544,29.39398018,31.63519182,34.36341662,32.99584983,31.86803383,33.9918113,33.70954,33.98162,35.15119,32.3231,30.75081,32.1328,35.04114,34.52884,35.6298,33.90985,33.84956,31.89972,35.22341,32.18182,33.51225,31.69525,33.25459,24.80158,30.96848,33.75125,33.04556,29.78783,32.37419,33.92959,37.43804,33.15131,32.25245,32.82941,33.75687,32.90806,32.85007,32.08017,39.76566,38.21578,34.10036,36.66997,33.35908,21.08764,32.33803,32.73112,34.61565,33.70782,34.53509,29.91268,33.74269,31.78995,33.79075,35.0846,30.9712,34.86522,34.79739,35.05117,33.83078,33.32805,33.78311,33.42112,34.66578,35.33476,1
90,90,31.8341982,34.16157502,33.64647648,31.03943792,35.74556595,29.83370853,31.11494195,34.35738863,33.04204992,32.06896057,33.27169968,33.50525,33.69362,35.06481,32.83083,30.71667,31.68956,34.72204,34.79345,34.43292,34.38246,33.73225,32.54304,35.34164,32.56514,33.37866,31.29655,33.99071,29.4968,29.9384,33.39844,32.6553,33.04658,31.72637,33.24385,36.47469,32.57174,31.49393,32.27485,33.5028,32.4355,32.75831,33.61908,38.45327,39.88785,34.85745,37.97292,31.9726,23.36762,30.96454,33.18046,33.89207,34.01053,35.21951,32.73633,33.13095,30.46098,34.34955,34.22502,29.88587,35.10834,34.22962,34.30918,34.24778,34.17671,34.12349,32.46079,34.57465,35.60699,1
91,91,30.84585756,33.94999155,33.42747042,30.26460913,35.23180632,30.3169996,31.60430826,33.98423526,34.73962368,32.30335335,32.91781092,33.7583,33.90161,34.98738,33.98092,32.54746,32.14129,34.9453,33.94332,34.88743,35.6764,33.9532,32.65071,35.79087,33.11905,33.53893,31.94749,33.59355,30.32061,31.98422,33.54234,32.64935,33.90468,33.17298,33.10376,36.41514,32.71388,30.8966,32.28991,35.00198,32.36874,32.92685,33.56445,39.33151,38.83973,34.99441,37.12965,33.37653,21.08764,31.65571,32.71994,34.87283,34.11129,34.95864,32.65014,33.52606,31.63058,34.72089,35.23443,31.6375,34.52303,33.6164,34.84309,34.19123,32.50973,33.64877,32.4475,34.87138,35.33941,0
92,92,31.70433535,33.74363872,33.4049455,31.25989062,36.57257424,30.26237854,32.33729135,34.4393445,34.07785042,32.01164138,33.57721411,33.35405,34.29909,34.69711,34.1634,31.07382,31.92612,35.13167,34.36891,35.71326,34.8071,34.07637,32.63228,35.28716,33.14955,33.88954,32.63922,33.77154,30.54456,30.74362,33.23315,33.35855,34.89135,33.06913,33.94446,36.219,33.23492,31.2481,32.33484,34.13812,32.61336,32.95953,33.74074,38.00304,38.80409,34.74678,37.97751,31.65228,26.10777,31.16335,33.22968,34.12212,33.54774,34.95506,32.90798,33.28883,31.46721,34.4024,34.82848,31.63493,34.72504,34.44193,33.23192,34.09226,33.47791,34.1369,32.46366,34.87803,35.69585,0
93,93,32.17879108,34.06860144,33.92870217,31.95918452,36.72997884,29.56918287,32.40139337,34.50484791,34.42968888,32.373194,33.65764062,34.15145,34.68217,35.04287,33.26391,31.74143,31.91562,35.29893,35.31496,34.59399,35.48508,35.00724,32.72301,35.67419,33.35717,33.45069,31.957,34.3799,28.74592,30.25016,33.63244,33.38075,32.44648,32.90241,33.96087,38.55151,32.69585,31.71546,32.99711,33.67431,32.72871,33.31083,34.12762,39.09532,39.49652,34.29054,38.58059,32.68813,25.72808,30.36094,33.97179,34.28134,34.18289,35.68924,33.57697,33.67463,30.51673,34.66456,34.4179,30.61002,35.26831,34.52872,34.57746,35.07685,34.25393,34.57752,32.45886,35.23692,36.31935,1
94,94,33.28021727,34.07193921,34.2488456,32.23453387,36.46924917,29.84321625,31.56348741,34.1484582,34.51424419,32.65770647,33.56053995,34.36827,34.58361,35.90363,33.62873,31.71866,33.12012,35.66865,35.41746,34.96006,36.00882,35.06007,33.5442,35.37171,35.04609,33.97262,32.85833,33.93544,28.76545,31.50127,33.57214,32.6769,34.16013,33.54287,33.96568,36.66466,32.64741,31.20397,32.95511,33.81457,33.29243,33.33447,33.64494,38.38042,38.92755,35.03087,38.79413,33.96299,25.92394,31.98762,34.24938,34.35677,34.90211,36.00913,33.90179,34.39892,31.39437,35.88563,34.89854,32.14354,35.36303,34.64378,34.72599,34.8899,34.29819,34.84156,33.95237,35.71107,35.93539,1
95,95,31.22962253,33.83542281,34.50185058,31.84211491,36.59310798,32.24072895,32.56380958,33.75903757,34.06595106,32.42953138,33.25866878,34.19647,33.55135,35.00756,34.47557,32.49895,31.62521,35.63511,35.01494,35.00988,35.6717,34.26961,32.73845,35.43571,33.74156,33.84433,31.77435,34.31899,29.06827,30.61159,32.65312,32.97306,33.17051,31.74335,32.79412,35.89806,32.57102,31.67372,31.92135,33.35062,33.73401,33.42422,33.7548,38.3763,38.73804,35.14589,38.30354,32.41134,24.797,31.86259,33.57146,34.53438,34.24377,35.17985,33.20273,32.83317,30.79082,34.85695,35.15872,32.33055,34.45526,35.7185,34.92621,34.11653,34.06753,33.98354,33.09659,35.19448,34.88404,0
96,96,31.57836492,33.65976351,33.84404054,32.36299866,35.83594342,31.85766024,32.88565024,33.95303912,33.83936728,31.53895782,32.98417406,33.38312,33.15842,35.07829,33.76456,31.79248,32.47188,35.03714,34.90626,34.66746,36.11795,34.2785,32.82102,35.30859,33.02534,33.72779,31.91666,33.82108,31.15654,31.82086,33.24169,32.78737,33.40361,33.06669,33.64486,36.55508,32.53118,31.32513,32.87877,34.51987,32.58181,32.92174,33.60044,38.43217,38.98067,35.26213,37.31532,32.84765,23.37971,32.89217,32.9801,34.88744,34.38656,34.83016,32.71869,33.80275,31.69917,34.37094,35.17166,32.11805,34.75099,33.4248,34.46347,34.16006,33.34869,33.89512,32.53237,34.94024,35.04955,0
97,97,32.680185,34.35311113,34.10034882,31.1832506,35.79317658,28.38155974,31.50232803,34.11420214,33.71647444,31.89897562,32.6144788,33.39318,34.24436,35.04105,33.57543,31.91092,31.5808,34.7708,34.58085,35.12604,35.52052,33.79025,32.81663,35.28382,33.30903,33.40775,32.17623,33.44665,26.85205,30.66078,33.05358,32.85942,34.63747,32.33949,32.82995,35.23288,33.04694,31.73252,31.96892,33.79009,32.45784,33.58401,33.04167,38.44593,37.7205,35.13231,37.82407,31.52859,24.82614,31.59678,34.64216,34.72126,34.35393,34.49384,31.87362,33.54086,31.55581,33.73579,34.58298,30.68296,34.91127,34.55792,34.3781,34.51701,32.51188,34.07294,32.36345,34.76016,34.3007,1
98,98,31.01188326,33.31744539,34.13585562,32.56017867,35.5403499,33.43438115,33.96334876,33.37960351,34.05410923,31.31029325,32.54053425,33.99897,33.36439,34.22335,33.50878,30.81693,32.77509,35.07026,34.36363,34.87944,36.03543,33.58113,32.82663,34.55944,33.42874,33.8734,31.96216,34.01975,31.97307,31.46453,33.28973,32.43384,33.5131,33.58851,33.88475,36.33183,33.19826,31.69259,32.44221,34.3588,32.99536,32.48231,33.92554,38.60611,39.37189,34.76574,37.30475,32.52295,24.21305,32.86195,33.08921,34.41144,34.6128,34.369,31.69587,32.89647,31.83232,34.12383,35.71517,33.11364,33.84134,34.29996,33.41211,33.17098,32.65954,33.88396,34.06131,34.34662,34.46214,1
99,99,32.10840795,33.45707995,34.02998442,31.85895367,36.40008402,29.90144689,32.04344722,33.74647731,33.49297156,31.99954711,33.12213952,33.83122,33.85809,34.8164,33.79913,31.89786,32.37757,34.88531,34.86916,34.59462,35.37702,34.21484,32.68265,35.55371,33.44988,33.76104,31.98686,34.7328,29.36136,30.5865,33.89006,32.54693,33.11549,32.42365,33.26838,37.44265,32.25373,31.14257,32.77642,34.49813,32.61525,32.81271,32.8963,38.95088,38.9387,34.12568,37.81203,32.07736,21.08764,32.01397,32.9193,33.98028,34.5422,34.83375,32.47951,32.80088,31.10096,34.90401,34.79581,30.97597,34.33359,34.93696,33.56879,34.19208,33.87337,33.89644,33.04875,34.83925,34.99975,0
100,100,32.19809988,33.54600946,33.94312076,31.56310496,36.30460905,30.97281787,32.46125821,33.91717188,34.23297715,32.29048562,33.03284905,34.38292,34.07008,34.54312,33.93125,31.56874,31.79442,35.14764,34.39304,35.14903,35.56795,34.40568,32.69363,35.31096,32.88799,33.60843,31.53456,34.72146,30.91525,31.16279,33.27534,33.11358,34.22903,32.99517,33.52379,36.51046,32.91576,32.09751,32.19995,33.66207,32.9944,33.0096,34.35484,39.11405,39.14595,34.54602,38.10714,32.63213,26.52051,30.94186,33.34701,34.68851,34.24282,35.12784,33.02333,33.57736,30.7901,34.70425,35.09352,31.38404,34.51929,35.21773,34.88799,34.84149,33.85921,34.14936,32.61093,35.34514,35.89061,1
101,101,31.67592421,33.76961594,33.88887316,32.2937246,36.10844265,29.53922898,32.15968759,34.68190338,32.68107162,30.97121322,33.00260552,33.51947,33.95657,34.38334,33.71303,30.40063,31.93413,34.49553,34.97418,34.4074,34.13101,33.24544,32.03671,35.06578,32.38676,33.91883,31.42754,34.01821,28.83611,30.39472,32.99551,32.4941,31.44546,31.65246,33.53503,35.83911,32.78039,31.20535,32.95585,33.99801,32.49449,32.55618,33.49884,37.18503,38.29466,34.02267,37.18019,31.49074,24.2875,31.5427,33.44067,33.38672,33.37367,34.42903,32.10123,32.62931,31.23045,34.01359,34.37509,30.14067,34.69769,34.316,33.52977,34.14686,33.69451,33.90247,32.81786,34.36685,35.0801,1
102,102,31.60042027,34.12463387,33.56689683,31.48179692,36.51709978,31.60848666,32.5137477,34.14794452,34.78970675,32.1599535,33.54493505,33.5174,34.3936,34.40287,33.50551,31.29602,32.18374,34.67449,34.82927,34.93457,34.5795,35.13305,32.54543,35.28206,32.82135,33.47482,32.52033,34.2843,29.9979,30.58292,32.84771,34.02682,35.86142,33.02983,33.09192,36.48124,32.7348,32.08733,32.6512,33.40464,33.1429,33.58445,33.89332,39.41352,40.12621,34.4758,38.20066,32.55275,26.57194,30.46943,33.54782,34.49472,33.99571,35.26298,33.65899,33.38207,30.85429,34.44439,34.36319,31.11583,34.43989,34.50127,34.11458,34.92259,32.97592,33.96061,32.69699,34.99966,35.67388,1
103,103,32.10604002,33.91712731,35.06652531,31.95456917,36.34689241,31.61671959,33.08232022,33.80508481,33.78815834,30.69169078,32.73359078,33.70644,33.95137,34.37434,33.75625,31.23241,33.43713,34.90732,34.78222,35.53237,35.98272,33.86779,32.27333,35.32101,32.30125,33.98385,30.08159,32.96144,31.32213,31.61834,32.59768,33.00774,34.68404,31.92009,33.37005,35.49068,33.36293,32.83444,32.8854,34.98754,32.77795,32.51149,34.13316,36.83047,39.05404,34.91777,37.14887,31.57833,22.85464,32.77423,32.26127,33.82116,33.35621,34.83669,31.1862,33.25494,31.68564,33.92685,36.08543,31.02594,34.5021,36.13779,35.44828,33.80025,34.29155,34.06772,32.93666,34.20032,34.34263,0
104,104,31.91156414,33.86326183,34.63210683,31.99739203,36.13891668,31.34796145,31.99120976,34.76366535,34.00960105,30.71601364,32.84563926,33.93368,33.79912,34.97376,33.84295,30.9172,32.02925,35.18458,34.96847,34.29217,35.91501,33.87671,32.73382,35.16231,33.2571,33.74153,32.68798,33.45823,29.72753,31.4665,33.08584,32.69175,34.29664,32.70169,34.0346,36.01841,33.17348,30.68918,32.96829,34.10433,32.45113,33.06015,33.19626,38.7322,38.90748,34.31544,37.90623,32.52813,26.19699,30.72767,33.40467,34.34725,33.82532,35.02124,33.00983,33.56674,30.96041,34.51545,35.04695,30.29641,34.35621,34.3317,33.85185,33.97337,33.26898,33.82951,32.19769,35.25099,35.18703,1
105,105,32.69366128,33.92634387,35.35237301,31.97195613,35.80749154,30.91255318,32.72896275,34.09281038,34.43627907,32.406281,33.7132959,34.18671,33.65609,35.60289,33.13849,32.00723,32.59982,35.47071,34.73764,34.53892,35.79289,33.92122,33.17401,35.60126,33.86547,33.96286,32.58544,34.49272,30.94652,31.39698,34.17251,33.24889,33.32678,32.97874,32.97237,36.59377,32.62261,31.3723,33.3698,34.65824,32.85477,33.73632,33.55622,39.2665,39.70373,34.91344,38.02123,32.91989,21.08764,31.91448,33.6527,34.69454,34.61035,35.42035,33.45016,34.05666,31.44148,35.13007,35.14037,31.50169,34.26544,35.33598,33.55935,34.3609,34.22655,34.34188,32.76072,35.41406,35.55812,0
106,106,31.82310148,34.47680626,34.62275114,33.32728983,35.90915438,31.95988512,33.6158837,33.80747393,33.71022784,30.46850539,33.56718961,33.82607,33.52333,33.5829,34.64774,31.7033,33.78058,33.94953,34.7528,34.93005,33.80707,33.18818,32.13021,34.67327,33.46131,34.113,32.25769,34.09824,31.5528,30.24314,32.50685,32.71908,35.08788,31.70589,33.83867,34.81461,33.69037,32.00952,33.18288,34.84942,32.48434,33.06978,33.32067,37.23252,39.14562,34.35051,37.37304,31.62531,27.93659,32.51033,33.5485,33.41283,33.61117,34.47172,32.31573,32.13553,31.929,34.68587,35.53784,32.25806,34.4161,34.89023,33.74286,33.92599,34.31899,33.33905,33.20051,34.21399,34.07659,0
