,id,AGO1,AGO2,AGO3,AGO4,ATM,BLM,BRCA1,CCNH,CDK7,CETN2,COPS5,CUL4A,CUL4B,DDB1,DDB2,DDX20,DGCR8,DHX9,DICER1,DROSHA,EGFR,EIF4E,ELAVL1,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,EXO1,FEN1,GTF2F1,GTF2H1,GTF2H2,GTF2H3,HDAC1,HSP90AA1,HUS1,LIG4,MNAT1,MOV10,MSH2,MSH3,MSH6,NPM1,PABPC1,PARP1,PCBP2,PCMT1,PIWIL1,POLD1,PRKRA,PSMC2,RAD23A,RAD23B,RBX1,RPA1,SLX4,SMARCB1,SRRT,TARBP2,TCEA1,TNRC6A,TP53,UBE3A,UBE4B,UBQLN1,XPC,XRCC5,XRCC6,Y
107,107,32.46148937,34.51796466,34.12468894,30.62321788,36.49465454,31.27877288,32.24197889,34.30880807,33.60812266,31.01920774,34.55547542,33.33066,34.19932,33.94399,34.40312,30.44774,32.13797,34.40058,34.22634,35.15083,34.81708,31.3375,32.52938,35.67492,31.96627,33.41213,33.31822,33.81414,30.44128,31.86134,33.44521,33.0697,33.88803,32.27322,33.36264,34.37044,32.89541,31.61145,30.88095,34.69227,33.2179,33.40981,33.78692,37.55631,39.1299,33.50618,37.40123,32.20444,28.76858,31.56048,33.07718,33.15746,33.97837,34.84304,32.06084,33.55406,31.55936,34.45736,35.12188,31.20172,34.92273,36.27894,32.14179,34.79803,34.62416,33.72875,33.17039,34.05786,35.25395,1
108,108,32.26804932,34.92217714,34.5568917,32.67655964,35.51613664,29.84912405,31.56820086,34.2316424,33.56739324,30.49777698,33.15162619,33.19384,33.54249,34.92523,33.72029,31.34104,32.52462,34.96294,34.22274,34.8754,34.70964,33.04374,32.63957,35.42729,32.96027,34.32548,31.75492,33.83681,29.45673,30.61625,33.98027,31.89727,32.81972,32.01827,33.59657,35.8864,32.87119,30.2904,32.80564,35.1153,32.68515,32.30394,32.29961,38.04449,38.66093,34.67349,37.09556,32.22284,24.51725,33.05181,32.57941,33.32324,34.91724,34.37912,31.98366,32.77976,31.7589,34.93985,35.45128,31.63799,34.53972,34.6924,34.20534,33.89276,34.11199,33.48486,32.93561,34.0981,34.28967,0
109,109,31.7425265,34.63956996,33.87512726,32.1678636,35.9960215,30.311114,31.0981482,34.62973632,33.78475024,31.75608473,33.55719491,33.69563,34.25485,34.73104,34.41463,31.67099,32.97279,35.00935,34.65186,35.7162,33.9792,34.50507,32.99396,35.1021,33.09213,33.93358,32.04818,33.63748,29.7972,30.78142,33.68045,32.96609,34.78678,32.71901,33.94749,36.51224,32.769,31.12868,32.44353,34.26415,32.53005,33.03959,33.48819,38.16433,39.14707,34.74701,37.82002,32.56906,24.73148,31.86163,33.5036,34.23622,34.08409,35.60375,32.58173,33.2498,32.07941,34.68804,34.75048,32.40253,35.03168,35.1088,34.13129,34.20211,33.67902,34.44965,33.1667,34.8733,35.51128,0
110,110,31.39210784,34.20748891,33.93939573,31.61864865,36.05704221,31.67045729,31.84898544,34.01334593,33.04660128,31.42005922,32.91198445,33.18751,34.15005,34.49318,32.99413,31.26452,31.55445,34.8257,34.83132,35.04963,34.81312,34.32566,32.45223,35.86507,32.98845,33.43947,31.97344,33.43942,29.50701,30.36536,33.05256,32.50495,32.4975,31.69315,33.65704,36.59644,32.39595,31.01763,32.46311,34.22019,32.27111,32.54514,33.25334,38.18687,39.24183,35.12108,37.2795,32.52821,26.54992,31.75444,33.36723,34.28839,34.00249,34.72024,32.80782,32.77966,31.27315,34.53179,34.55328,31.24329,34.72468,34.52338,35.14118,33.95069,33.80538,33.8162,32.58051,34.74652,35.62197,1
111,111,30.54203726,33.98394329,32.60252209,31.17533623,35.99141487,30.45091607,30.89697591,33.74814472,34.45389871,32.8946716,32.45156024,33.05368,33.63852,35.37598,32.59069,28.75161,32.93198,34.80747,34.43144,35.14711,34.85893,33.61313,31.24308,35.40159,32.54133,33.53054,32.93941,34.39554,29.73679,32.95382,33.69938,31.13389,33.15932,30.61119,33.64503,36.72036,32.71158,31.91062,33.2026,35.0446,32.15595,32.11464,34.37843,39.26046,38.53672,34.62493,37.39579,32.19299,21.08764,33.22612,32.28096,34.21442,34.25405,34.89827,31.4286,31.48095,32.04253,34.74625,35.37864,31.48227,34.70361,34.41046,33.46485,33.73209,34.37813,34.2456,32.39679,34.86514,35.48749,0
112,112,31.77296935,34.27937975,33.81161828,31.48730899,36.75239245,30.81279821,31.70809219,34.20213983,33.47522107,30.84845273,33.0687721,33.49934,34.0029,34.258,33.60529,30.5949,32.67829,35.00734,35.17266,34.81635,35.05397,33.94562,31.96727,34.97886,32.12957,33.40607,32.01209,34.05556,29.63222,29.99223,32.86752,33.08487,34.55516,31.81979,33.49482,36.11603,32.95367,31.78418,33.21465,33.42904,32.92354,33.13364,33.72798,38.2422,38.85335,34.14206,38.05132,31.32541,26.96061,31.10813,33.27851,33.76767,33.52544,34.81664,32.1591,32.50634,31.09731,34.41687,35.06836,29.76143,34.44699,34.77141,34.15723,34.38222,33.53004,33.91573,32.45309,34.79136,35.13057,1
113,113,32.40236358,33.37024889,34.20572034,31.61352612,36.56669174,28.41462718,31.42242214,34.07284531,33.3777585,31.32492412,33.7837368,33.98945,34.37138,34.56041,33.24389,31.15314,33.11377,34.78881,35.35706,34.91548,35.2901,34.70749,32.41675,35.23315,33.04564,33.56775,32.35629,34.70863,30.04271,30.04616,32.90918,33.15758,34.56135,33.04138,32.96396,36.13367,32.80028,31.46667,32.99523,34.12368,33.21323,33.43243,33.3883,39.83145,39.73491,34.40057,38.41184,32.50484,25.33533,30.63192,33.50947,33.84963,33.75685,35.31372,33.55799,33.35838,30.15729,34.40459,34.49759,31.45781,35.04932,35.71516,34.82508,35.01793,33.69719,34.21989,32.08328,35.32774,35.54765,0
114,114,31.92019582,34.72430992,33.7091533,30.11901135,35.27419721,30.17405334,31.62274666,33.08997349,32.98949354,32.42364462,34.18508825,32.24414,33.45454,34.73535,33.67597,30.80016,32.54509,34.52925,33.55397,33.80344,35.76823,33.30944,33.06852,35.67325,33.35455,33.57785,31.62517,33.7545,30.41818,29.87932,33.66297,32.40311,33.53444,32.98834,33.11009,37.87289,32.43138,30.78918,32.74725,33.98941,32.67665,31.57084,33.67738,38.42655,40.0622,35.5281,37.84413,31.91111,21.08764,32.68732,33.34549,34.27788,35.10195,35.0714,32.99822,34.1514,31.18014,34.80243,34.60585,32.23716,35.60924,33.69602,33.56026,34.18055,33.4812,33.49989,32.871,34.92501,35.26783,1
115,115,31.79503982,33.83216433,33.94119487,31.87940095,36.36023508,28.66427829,31.33084995,33.92171864,33.60084505,31.14541504,33.38050443,34.06674,34.57666,34.88453,33.95542,31.51962,32.69757,35.1503,35.07938,34.67068,37.86045,34.729,32.87436,35.23106,33.35991,33.7391,32.78288,34.19229,28.93324,30.14949,32.87267,33.10167,33.41021,32.32444,33.09985,35.93383,32.50839,31.39385,32.71903,33.51962,33.01748,32.88685,34.06957,38.61791,38.95761,33.86456,37.9554,31.55328,24.21445,31.42715,33.48186,34.05939,33.98777,35.05941,32.87367,33.23205,30.93419,34.69817,34.68725,30.70256,34.71266,35.65212,34.9218,34.92833,33.78435,34.17944,32.69776,34.95025,35.28003,0
116,116,31.10205286,33.96455285,32.60874262,30.03049026,35.87389909,32.15781838,34.12849174,33.74944412,34.54806067,32.47282739,34.70875821,33.82193,34.82164,35.12109,32.26535,30.76278,31.38874,35.57237,34.67796,35.41833,32.29227,34.72325,33.83864,35.0234,33.50245,33.69243,32.66448,32.78773,31.76118,31.9049,33.21592,33.16324,34.51016,34.42472,33.35859,37.14613,33.18462,31.36635,33.25264,33.14867,33.73248,33.06682,33.54243,39.25867,40.07471,36.43489,39.60916,32.91662,25.51328,31.96842,34.65602,34.9769,34.42981,36.38123,34.71493,33.76778,31.29512,34.97531,34.56178,32.84034,36.18368,34.40644,32.79264,35.46586,33.66286,35.13869,31.32417,35.72201,35.93485,0
117,117,31.71496423,33.67437935,33.61834318,31.86016481,36.79845322,31.23434083,32.46582336,34.40528824,33.24311262,31.59498543,33.35159788,33.82827,34.19166,34.23841,32.80219,31.04516,32.10817,34.57468,35.65442,34.41075,33.94715,34.92594,32.25784,34.82031,32.00908,33.29943,32.46193,34.31338,29.97715,30.29582,32.72132,33.97572,34.12457,32.62351,33.82123,36.47334,32.70267,32.06249,32.32091,33.90104,32.28284,32.94635,33.36879,38.09296,39.56947,34.84096,37.61078,32.42925,22.32926,30.68618,33.23413,34.09591,33.59167,35.3242,33.87326,33.35809,30.77658,34.35345,34.34271,29.83216,34.72167,34.31582,34.44467,34.58601,33.49676,33.71069,31.89882,34.57195,35.42389,1
118,118,31.17121407,33.79308461,33.35041868,32.09560622,36.3831444,31.01519209,32.36328477,33.01543562,33.86727533,30.90035725,32.97712496,33.45523,33.68818,34.48478,33.41734,29.79717,32.94721,34.22012,34.80248,34.02214,34.75931,34.56049,32.48,34.97461,32.96836,33.94086,31.58174,33.23487,27.21688,29.62743,33.07562,32.47292,33.25501,30.71325,33.13592,35.68203,32.67005,32.01711,32.62422,33.76543,32.63071,32.41295,33.19282,38.3628,38.7233,33.90222,37.23895,31.82262,21.08764,30.5812,33.72516,33.56508,33.73491,34.84218,33.12645,32.70597,31.13285,33.92144,34.72096,30.6174,34.59054,34.53344,34.9011,34.10514,34.10304,34.49673,32.40581,34.78878,34.79224,1
119,119,32.08340673,33.88960553,33.75217689,33.76890996,36.50311474,33.19759553,31.12413246,34.04714911,33.5864455,30.81285467,32.96771833,33.15784,33.57926,34.8368,32.82739,29.93793,31.96774,34.27475,34.49201,35.48199,35.67707,34.0671,31.23659,35.10113,33.64708,33.13382,32.65382,33.18493,28.33477,25.38647,33.40209,33.27333,33.71778,27.7608,33.63746,35.52727,31.8128,32.20674,28.77478,35.37628,33.04482,33.55113,32.63513,38.51258,39.4777,35.03518,37.74391,31.09855,21.08764,33.24061,30.85723,33.65854,33.67157,35.06579,32.26181,34.77944,31.63792,33.5846,35.25027,32.5928,34.7578,34.54416,32.71065,33.51243,34.3826,34.00867,32.11196,33.90158,34.99453,0
120,120,31.87068224,33.71358501,33.01537642,31.51128742,36.29452733,31.17008671,30.09465845,34.1542058,33.56615209,31.75369922,33.37847652,33.7786,34.08967,34.32487,32.79733,32.37056,30.75684,34.84196,34.80776,34.21,34.37062,33.94306,32.07617,35.1995,32.84115,33.03179,31.81881,33.62808,28.12052,27.56255,32.73839,33.21041,34.47025,31.3345,33.6277,36.94996,32.39842,32.07531,33.23475,33.88839,32.44444,33.32227,33.65167,38.32436,38.6482,34.00263,37.52723,31.48474,19.43493,30.4286,33.69689,33.85305,33.88309,35.2859,32.33328,33.04848,30.60924,33.9551,34.70937,30.50514,34.99028,35.51896,34.97155,34.32583,33.24932,34.20114,32.57592,34.85228,35.65168,1
121,121,31.86811817,33.78930648,33.89621495,31.76347062,36.24134674,30.77088434,32.12738145,33.88565102,33.80804258,31.58850657,33.3564594,33.67618,33.97912,34.87565,33.9939,31.508,32.12423,35.01792,34.62697,34.79039,35.24732,34.0892,32.7911,35.39497,33.14122,33.81986,31.73936,34.10886,30.24242,30.52659,33.06309,32.81603,33.03068,32.21305,33.36383,37.26839,32.49267,31.7906,31.9758,33.87534,32.78594,33.05466,33.87138,38.70019,39.16954,34.57823,37.32899,31.97645,25.85456,31.95164,33.62186,33.74506,33.95136,34.71173,32.68794,33.64572,31.48765,34.54155,34.37846,31.8022,34.70634,34.39625,33.86867,34.4591,33.77552,34.03111,32.64655,34.55794,35.1786,1
122,122,32.25281902,33.59963074,33.85124061,32.0542384,36.72413676,29.92817566,31.67823803,33.41470644,34.03810923,31.80656433,33.35485371,34.0464,33.95361,35.39836,33.73994,31.06189,32.57265,35.28825,34.57325,34.63982,36.12844,33.42599,32.73648,35.39435,33.29522,33.77038,32.29463,33.99682,29.13798,31.5187,33.59771,32.99814,33.99974,32.66569,33.85839,35.72873,32.46181,30.93191,32.93896,33.95744,32.75639,33.04721,33.70455,38.3696,38.68806,34.77227,38.37813,32.76916,19.43493,31.5345,33.16783,33.94764,34.6104,34.9617,33.10574,34.24282,31.20047,34.89257,34.83474,30.85605,34.76238,34.94329,33.8288,34.14808,34.25669,33.7644,32.53287,34.96138,35.55225,0
123,123,31.58649504,33.74708528,34.84957638,30.84123287,35.37948042,29.82810523,32.12480087,34.25099729,35.12894394,33.56561426,33.82247134,33.47171,34.04235,35.4625,33.20325,32.03897,31.72889,35.08364,33.79523,34.85226,35.99102,33.75861,32.88451,35.8987,33.38903,33.19722,32.29865,34.01314,29.42391,31.55326,34.13929,33.17271,32.29023,32.61722,33.66013,36.84219,32.36496,30.65975,33.034,34.37277,32.3801,33.62289,33.44787,39.48195,39.32436,34.70754,38.14424,33.06979,25.54577,31.61555,33.8104,34.66781,34.6971,35.02136,33.8946,33.97664,31.22054,34.5922,34.66206,30.97755,35.59262,33.96355,34.27348,33.9061,34.98997,34.02267,32.70562,35.54036,36.16076,1
124,124,32.14886232,34.00456085,33.91667927,31.28006412,35.07102433,29.86603067,31.98263466,33.93006432,34.31005315,32.45348964,33.47000047,34.03869,33.84052,35.1965,34.3988,32.14675,32.07671,35.1336,33.59695,34.59258,35.76388,33.34199,33.02761,35.17671,33.22548,33.64728,31.57769,34.72543,30.21387,31.99572,34.19976,32.91777,35.51904,31.71014,33.10363,36.08351,32.62282,31.08131,32.07727,34.70683,32.57615,33.49945,33.2759,39.29365,38.90073,35.20643,38.20268,31.47884,24.54895,31.60064,32.43268,34.07297,34.97659,35.44661,32.71089,34.49009,30.78483,34.98742,35.13826,32.76481,34.77352,34.70824,34.83143,34.80645,33.91775,34.19786,33.06447,35.12426,35.91215,1
125,125,31.82326654,33.8848246,34.3613085,32.09654099,37.19706588,31.00199706,32.67750807,34.36410866,34.91876876,30.11339963,33.29821032,34.13453,34.53922,33.66614,33.73603,30.88986,32.70306,34.20749,35.68906,35.22117,34.9159,33.42823,31.68747,34.67505,33.04475,33.57877,32.57342,34.73008,29.36294,27.57473,32.56497,33.99049,34.35737,32.18788,33.15715,34.63816,33.65571,31.94382,31.87535,34.26438,33.6002,34.24149,33.17635,39.40823,40.30181,33.58064,38.01955,31.48728,24.77406,30.19062,33.60372,33.64878,33.75549,34.79333,33.27771,32.34109,32.20354,34.4694,34.56527,30.3941,34.49342,35.45167,34.03698,35.11764,34.12712,33.39495,32.88657,33.89633,34.41534,0
126,126,31.67955466,31.93235416,31.58213072,32.14333313,33.62020702,26.07584397,30.45819081,32.59059217,33.39246947,33.12301545,33.05082232,33.94089,32.53721,36.42297,34.08466,33.89437,32.02798,33.97302,33.73134,34.69743,34.72146,32.57328,32.10901,36.11542,34.37504,33.68294,32.47471,34.35292,30.93993,33.06642,33.48697,33.02697,31.65663,32.77137,33.14545,37.42587,31.918,31.43541,32.26952,34.8405,31.17606,32.39705,34.03623,38.53644,37.88753,34.94117,37.10399,33.71315,21.08764,33.16084,31.82183,34.51747,34.74405,34.3329,32.09594,33.73725,31.53679,34.76469,35.93719,31.52948,35.25967,34.70654,33.94682,33.70564,34.44542,33.3139,32.86523,33.98639,35.04686,0
127,127,31.93357281,33.37049695,33.28075998,31.05315039,36.09577942,29.41008901,32.22580561,33.38860336,33.63377963,31.3899073,33.43994603,33.94398,34.17657,35.05374,33.81798,31.14934,32.08064,35.06688,34.41109,34.59229,35.59646,34.30022,32.76871,35.30891,32.99647,33.27596,32.64161,33.98129,28.91411,30.04625,33.4383,32.94929,33.95362,32.86389,33.8961,36.11324,32.42246,31.19516,32.80171,33.90577,32.65091,32.92638,33.76901,39.531,39.40661,34.95274,38.11253,32.32205,24.43343,31.59073,33.80681,34.23573,34.29791,34.61665,33.14005,33.32201,30.90915,34.50609,34.219,31.71796,35.36812,34.82841,36.00277,34.42142,33.63297,34.08708,32.92759,35.13501,35.27816,0
128,128,31.13986508,33.3087253,33.99797461,30.90335805,35.83447536,30.66274386,31.21290503,33.66820825,33.08011036,32.15855261,33.06688583,33.76793,33.78182,34.80306,32.77896,31.18237,31.93308,34.95031,34.91909,34.72968,34.17294,34.80038,32.0246,35.22789,32.78058,33.1994,31.64649,33.91889,29.53093,30.28777,32.63479,32.66109,33.31718,31.47253,33.24599,36.93278,32.00303,31.88171,32.67368,33.66667,32.22092,32.7608,33.27303,38.5861,38.84303,34.36928,37.29205,32.22397,25.81941,31.03688,33.26913,33.71389,33.39504,35.36679,32.54775,32.41531,30.78046,34.24229,34.48426,30.7062,34.82342,34.15167,34.06603,34.46688,33.9414,34.08128,32.48028,35.11934,35.42751,1
129,129,31.70899716,34.34155811,33.61573184,29.84831203,34.76691972,29.32797999,32.59019032,33.31852868,33.97264911,31.25186891,34.05504097,34.25903,32.65301,36.08613,33.42667,29.88658,32.40308,35.09131,34.81421,35.12645,34.57681,33.84469,33.0937,36.08943,33.17599,33.71669,32.68359,33.39225,21.37342,32.6615,34.57097,32.42868,34.08225,33.72015,33.99994,37.89824,33.10627,31.30756,34.45669,34.75377,31.81792,32.24538,33.58503,39.3122,39.55917,34.71852,36.90998,33.13664,21.08764,32.35118,33.00083,34.31709,34.61471,35.69738,32.32344,33.95752,32.30346,34.66972,35.21876,32.35724,35.35469,34.31972,35.22453,33.93209,33.50176,34.18429,33.33422,35.34204,35.63871,0
130,130,31.90483094,32.85573304,33.91588309,30.89663571,35.30944893,32.03157186,32.78075125,33.62549916,34.52964813,32.41077451,33.33408649,33.74499,34.24345,36.19703,33.72262,33.98817,32.04348,35.61148,34.71461,35.40305,34.8487,32.60111,32.75827,35.25437,32.67512,33.94999,31.61536,34.58941,30.3353,32.54682,33.96028,32.98955,34.35091,31.45287,33.79761,35.86277,31.96032,32.15528,31.68824,34.70173,32.2444,32.69343,34.38106,38.30985,38.99006,35.73668,37.64603,32.50627,21.08764,33.07807,32.10452,34.46777,34.73969,34.94539,33.51853,34.39713,31.51526,34.64105,34.65706,31.98092,35.14606,33.41268,33.65036,34.30271,33.73083,33.51038,32.18879,35.15413,34.99852,0
131,131,32.50856855,32.80250148,34.36682319,31.70185415,34.79771483,30.28844918,30.76052806,32.91938194,33.39648837,31.88828597,33.11049672,33.47695,33.29661,35.3101,33.60495,30.53305,32.15513,35.19111,33.94152,34.96075,35.39312,34.45628,32.6741,35.80381,33.46352,33.52748,31.1913,33.70929,29.66934,30.58612,34.24357,32.53255,31.07255,31.75406,33.31092,35.65465,32.14369,31.01521,32.06759,35.02229,32.05027,32.25013,32.09351,38.16131,38.87333,34.63468,37.34457,32.95339,23.88597,32.6287,33.60894,34.24701,34.61734,34.96547,33.1909,34.10083,31.30771,34.47624,34.2345,30.75954,34.42664,34.37396,34.82605,33.65814,33.62896,33.49481,31.9444,35.02796,34.98577,1
132,132,31.62067807,33.66258618,33.56487762,32.01227042,37.38277711,31.03385186,32.13284332,34.69220423,34.30848759,31.18218756,33.05604344,33.98061,34.92091,34.53369,34.25339,31.29865,32.55235,34.84428,34.78764,35.24796,34.84266,34.27426,32.24615,35.22523,32.51938,33.51223,30.81412,33.85356,29.07508,28.85828,32.80971,33.67236,33.88909,32.24519,33.63388,35.50876,33.51758,31.84771,33.21836,33.84957,33.35739,33.52218,33.96167,39.55161,39.50135,33.76558,38.11455,31.85461,24.04771,31.32155,33.96465,33.97859,33.90667,34.93698,32.66553,33.96575,29.88845,34.3666,34.99716,31.27639,34.74815,35.56976,33.88669,34.528,33.44159,33.93776,32.63999,34.85663,35.20575,0
133,133,32.12426411,34.7121998,34.63854921,31.44622089,36.27143672,30.42911428,31.36223141,34.63237533,32.79824629,31.08948128,33.56980222,33.82422,33.82094,34.54445,32.94615,31.68853,33.28756,35.20567,35.23885,34.11322,34.48729,34.62999,32.91153,35.05761,32.83763,33.70826,32.83387,33.88321,31.08834,31.17689,32.85568,33.18911,32.57908,31.75279,33.87219,36.14187,32.8742,32.15558,32.47142,34.08606,32.96194,32.99905,33.94292,38.2267,38.46533,34.3417,37.5416,32.00244,26.33139,30.61883,33.91111,33.36198,33.58765,35.03388,32.23535,33.75163,31.42578,34.74136,35.55749,30.61102,34.46566,36.35289,33.74211,34.88046,34.07112,34.40959,33.04157,34.95092,35.3109,1
134,134,32.60903375,34.47273326,33.79522099,32.6595774,35.68912156,30.56058947,31.93354668,33.53868384,33.85052204,31.27740586,32.60262872,33.55166,33.57808,34.57911,32.71476,30.98863,32.32837,35.03439,34.09981,35.32798,35.61582,33.57465,32.98185,34.71697,33.37759,33.47961,31.4696,33.48613,30.7064,30.87251,33.47226,33.19469,33.56655,33.58426,32.49158,35.55635,32.86132,31.25665,32.34092,34.11374,32.86156,32.53852,33.70885,37.83831,38.07867,34.90961,37.46854,32.97496,21.08764,30.60385,34.22871,34.53087,34.67865,35.06952,33.27186,33.4496,29.97402,34.58151,35.73281,31.59391,34.01972,34.85142,35.48092,33.95289,32.91946,34.04985,32.59501,34.69622,34.60617,1
135,135,32.0982626,33.63499101,34.44745166,33.31625598,35.69153717,32.12347908,33.48806629,35.01532333,34.70792161,32.94979323,34.50113595,34.08715,35.31837,34.31649,32.23524,31.58015,31.86309,34.85215,36.27753,34.94306,36.16177,35.84941,33.53727,35.59131,33.3901,32.80064,33.53662,33.24897,32.57028,30.21749,32.5321,34.93608,35.7688,34.46469,34.09646,37.10151,33.61276,32.01531,32.88052,32.92122,33.39236,33.53928,33.81134,39.95106,41.22349,35.31278,39.23541,33.67787,21.08764,30.03365,34.60787,35.36087,33.89439,36.69869,34.82529,32.15303,30.84071,34.14307,34.64728,28.76971,36.91755,35.9854,35.88396,35.14394,34.41349,34.80625,31.28944,35.94657,36.06528,1
136,136,32.24244096,33.66794683,34.00279013,31.61583748,36.03825407,30.85348302,32.14876482,33.81029191,33.27664552,31.65431981,33.00512895,33.82968,33.49093,34.80549,33.10318,30.94886,32.35685,34.91728,35.04913,34.61938,34.3122,34.14011,32.59806,34.51677,33.06681,33.44545,32.22181,33.46658,29.49639,29.42596,32.5861,32.79706,33.49689,32.70375,33.53836,36.35313,33.01991,31.76198,32.4722,33.5127,32.80965,32.98,33.1264,37.91156,38.87006,34.43543,37.62439,32.19983,25.20916,30.31675,33.52235,33.89913,33.42549,34.8885,32.87241,33.18997,31.04769,34.36303,34.46215,31.45145,34.71097,34.88508,33.74497,34.55103,33.7964,34.09276,32.58406,34.93956,35.21515,1
137,137,32.31470312,33.75257091,33.76481702,30.79547266,36.0570704,29.06029179,32.29669671,33.88588531,34.64713869,32.72248477,33.67870096,34.37605,34.49474,35.61402,34.19916,31.7409,31.99697,35.56746,34.71873,34.85837,36.07207,35.05389,33.50664,35.53092,33.46825,33.53057,32.8582,34.09594,28.75578,30.73732,33.70872,33.26777,33.41375,33.48007,34.63841,36.84605,33.35993,31.08009,32.95514,33.78597,33.21494,33.71565,33.96241,39.77412,39.60057,34.68354,38.76125,33.70922,26.54889,31.3739,34.48578,35.06261,34.70401,36.18898,34.31583,34.6387,29.95226,35.32425,34.74564,31.08353,35.08652,33.75754,34.38284,34.64374,33.67789,35.08633,32.81431,35.99423,35.941,1
138,138,31.60819852,34.39275717,33.78285007,32.34167113,36.02968632,30.83746646,32.80361895,35.0597735,33.73237813,32.7114927,34.40986411,33.84344,34.2,34.80405,33.32866,30.87072,32.04823,34.78796,34.57349,34.86407,36.04152,35.13431,32.72432,35.52428,32.70379,33.66146,31.30715,33.33408,30.82886,31.56936,33.17312,33.56953,33.17133,32.72781,33.60938,36.30792,33.49527,32.14292,33.23643,33.8435,33.1004,33.54243,33.35195,39.71676,40.5828,34.32077,38.03312,32.29669,24.10045,31.14006,34.53995,34.43854,34.25012,35.74527,34.17004,33.29258,30.22702,34.45655,34.63317,30.38477,35.60778,33.95626,35.11894,34.84555,33.22922,34.28431,32.84361,35.40512,35.63169,1
139,139,32.05582243,34.19489254,34.18966474,32.32943479,37.19872314,29.3449485,32.17984461,34.01347419,33.15557129,31.00362924,33.49919435,33.5876,34.13833,34.25047,33.15905,32.15781,33.26236,34.95903,35.74119,34.78289,34.51896,34.09853,31.75202,34.72437,32.67243,33.99274,32.93063,34.28875,29.49099,28.8696,33.22115,33.42855,35.0115,32.43048,34.00782,35.71256,33.22146,32.19028,33.39367,33.77285,33.26862,33.7902,33.33039,38.68305,38.78358,33.95357,37.55774,31.8272,27.99952,30.65452,33.60908,33.73051,33.33614,34.65409,33.00482,33.4637,31.0736,34.67822,34.77562,29.28123,34.34911,34.98002,33.82559,34.75021,33.9697,33.61496,32.37435,34.63443,34.9602,1
140,140,31.23642515,33.25350602,33.71011385,32.61831862,36.91324703,33.24652506,33.57692076,33.86296058,34.43415796,32.30629812,33.97054035,34.42347,34.21633,35.25456,34.00649,32.21997,33.41446,35.56115,36.11236,35.10941,35.83293,35.46,32.8462,35.15805,33.1011,33.44812,32.53457,35.31166,30.01369,31.97322,33.42449,33.76625,35.87309,32.68672,34.21995,36.60494,32.16841,32.28959,33.50388,34.23831,32.94869,33.51228,35.07443,39.09643,39.85171,34.45912,38.24897,33.15408,25.47934,32.0358,33.08749,35.0995,34.11967,35.81626,32.45497,34.23439,32.01915,35.24458,35.04519,26.73109,35.30765,34.42506,33.78216,34.7408,34.47986,34.1244,33.92095,36.03807,36.12913,1
141,141,31.4099838,34.26506517,33.40350917,32.68894255,36.24694168,29.71010681,32.647816,34.37629596,33.61316866,33.53772793,33.3996642,32.30114,33.86397,35.03159,32.99575,30.14848,32.48889,34.62311,35.38539,35.33421,34.72786,35.32314,32.14001,35.1873,33.60342,33.70432,32.90377,33.9633,30.28702,28.84881,33.68319,33.87267,30.76257,31.70224,33.86107,37.35469,32.22679,31.28175,33.16757,34.50168,32.90731,33.12259,33.31688,39.6985,39.53522,34.36592,38.27656,33.53766,21.08764,31.67189,33.78076,34.60751,34.17122,35.73236,32.99457,34.23339,30.93813,34.44175,34.40517,28.87541,35.33866,33.89751,33.57369,34.59823,33.55833,33.91408,32.72035,35.23569,34.53304,0
142,142,31.29361725,33.45407968,33.32255129,30.16537474,35.96434316,31.76967221,32.94559622,34.5007842,35.43744432,32.18814534,33.5747806,33.58198,35.01907,34.03575,31.82295,31.9707,32.09145,34.80962,35.08147,34.89126,36.01036,34.91238,32.61381,35.3846,32.91733,33.75009,31.99314,33.75733,31.07551,31.06912,33.80449,33.70243,33.83548,33.07928,33.84658,37.05763,33.03718,32.21707,33.28946,33.13624,33.76761,33.49123,34.48189,40.92914,40.75078,34.69497,38.47192,32.68882,26.93783,31.46121,33.83653,34.60613,34.00096,35.70202,33.17393,33.56116,30.67112,34.14075,34.5163,30.12019,35.58299,34.32666,35.65805,34.80426,33.15014,34.60826,33.0495,35.57562,35.60722,1
143,143,31.81269871,34.90992787,33.39630527,31.74060648,35.90235283,30.91480195,32.49914482,34.63931659,34.75318218,33.01568979,34.66576987,33.89841,35.27482,35.58292,33.49511,31.06962,31.70462,35.04561,35.13606,34.83174,34.78021,35.53379,33.18457,35.63929,33.02579,33.83149,32.22702,33.63948,30.21675,31.13917,33.79892,34.54139,34.45419,33.66667,34.64913,37.04584,33.70373,31.64285,32.51099,34.25589,33.42521,33.33873,34.4598,39.56969,41.00146,35.28964,38.49215,34.04044,25.99682,31.51956,35.01975,34.634,34.59144,36.56465,34.35883,34.47315,30.24758,34.87753,34.11762,30.65826,36.12853,34.2951,35.21328,35.00158,33.8888,35.26213,32.8398,36.0034,35.89476,0
