,ACAD10,ACTB,BANF1,CCDC22,COMMD3,COPS7A,DLGAP4,DRD2,EIF4E,GPR155,GRIN1,GYPE,HOMER1,IL25,IL6,KDM1A,KLHL5,LEMD1,MORF4L2,NASP,PCMT1,RANBP2,RP11-96O20.4,SDR42E1,SUMO1,SUPT16H,TARBP1,TARBP2,TRIM43B,TRMT6,XPC,ZSCAN4,Y
160,33.68201772,41.69845931,36.73470869,32.33909435,31.92727248,34.05914613,34.38659,29.13168,30.38692,29.62653,26.60158,25.41702,26.17485,20.96655,34.23098,30.77288,31.83167,29.57928,33.13093,34.15039,34.10726,33.85888,21.03524,28.66587,31.9339,32.6997,32.52711,31.55453,32.05787,31.47048,32.27551,27.65563,1
161,33.25835993,39.8459831,34.2549889,31.1376616,33.66030151,33.12531712,34.92476,29.31246,33.63427,30.92917,24.26513,21.21382,31.92771,20.96655,30.58312,32.68799,33.37172,21.37538,32.50621,34.37554,32.13843,36.19186,21.03524,29.83964,34.34695,32.40563,33.6587,30.61606,26.08569,31.90087,32.61982,25.12811,0
162,32.5451953,40.81930459,34.79695169,30.59126744,33.19410308,33.68970492,34.51813,21.13571,35.01412,30.20406,30.28468,28.85662,31.21636,27.43532,29.31864,33.46658,33.55885,21.37538,33.53452,35.28923,32.74076,35.59146,21.03524,26.08479,35.85024,33.64128,32.13603,30.66144,23.56363,31.40747,32.73828,21.16338,1
163,32.77144779,40.52894097,34.20737884,31.00108093,32.18605667,33.71671136,34.82511,26.35738,34.45122,31.45211,22.85645,25.38729,32.01465,26.17189,29.47928,32.92757,33.62908,25.26876,33.95511,35.52679,32.16714,36.06201,20.77248,26.74077,34.68429,33.44897,32.43568,29.767,21.11484,31.57036,33.12781,23.68516,0
164,33.468712,40.14591331,33.12928309,30.92112173,33.42647122,32.64817125,34.1791,28.71821,34.63886,33.51373,27.10888,26.90441,31.98114,20.96655,30.92269,33.18548,34.57321,21.37538,33.04536,34.74808,32.16233,36.88956,21.03524,29.19283,34.72175,33.48449,34.48511,30.73024,20.68433,32.45845,32.75282,23.05727,0
165,33.36227459,41.97897648,34.38905417,32.65952016,33.5728681,33.86499284,34.93804,24.15806,31.95169,29.75268,22.67119,27.52002,31.20158,21.43715,29.73626,32.98445,32.30548,21.26068,32.17231,34.80955,32.72238,35.08104,21.02478,28.19959,34.33833,32.97688,32.69185,30.77353,22.3863,30.96638,32.55432,21.82186,1
166,33.77939261,40.73853995,34.91460062,31.46579538,33.42489772,34.41497327,34.93784,24.15806,34.3051,30.15818,22.67119,21.37426,31.73147,21.43715,29.25735,34.11969,33.33659,21.26068,33.49515,34.32466,32.96542,35.82966,21.02478,28.36625,33.83342,33.2889,33.14062,30.89096,22.3863,32.15142,33.14321,26.87629,0
167,33.20731942,39.83040455,33.63602138,30.37496563,33.3261226,32.77771859,34.47573,24.15806,34.44598,33.0383,22.67119,27.70147,33.0999,21.43715,31.88843,33.04412,33.89531,21.26068,33.38702,35.47578,32.24478,36.06693,21.02478,24.22162,33.96231,33.21277,33.07573,30.57496,22.3863,31.7568,33.11615,21.82186,1
168,33.61364612,39.84650443,34.05016362,30.18492525,33.36908667,33.73176914,34.678,24.15806,34.44837,31.62215,29.08261,26.46983,31.89044,21.43715,30.02102,32.74864,33.54568,21.26068,33.3165,34.18576,31.81636,36.00377,21.02478,30.07418,34.40911,32.48627,33.88884,31.48039,22.3863,32.2131,32.87194,21.82186,0
169,33.76582819,40.7010799,34.51229189,32.56707715,33.36791612,33.71142039,34.36873,24.15806,33.24598,30.9961,22.67119,26.65137,31.37175,21.43715,28.74127,32.86116,32.87697,27.05065,32.96358,35.24906,32.14958,35.33185,21.02478,29.81223,34.08688,32.73723,33.45043,31.13687,22.3863,30.60729,32.45438,26.75398,0
170,33.35330228,41.34396393,34.6484222,31.90462056,32.55870542,32.76128958,34.2757,24.15806,33.80365,30.71365,22.67119,26.89536,29.02166,21.43715,31.65615,32.16855,33.08417,26.75043,33.60636,34.65593,32.63561,35.60433,21.02478,24.22162,34.23809,32.47994,33.74928,30.31995,22.3863,31.78926,32.69674,21.82186,1
171,33.72021851,39.88417704,33.92760533,30.84127045,33.29053188,33.98686131,34.63849,24.15806,34.42144,31.07826,22.67119,21.37426,30.20512,21.43715,30.90701,33.10954,34.05103,27.80964,33.94123,33.96543,33.47697,35.5786,21.02478,30.37938,35.25413,32.85748,32.39961,30.74824,22.3863,31.72622,32.77545,21.82186,0
172,33.17713697,40.39486012,34.3232377,30.25223929,32.31105144,33.96417496,35.40931,24.15806,34.48103,30.70615,22.67119,21.37426,31.23069,21.43715,32.83083,33.07204,33.51326,26.69835,33.96656,34.50892,31.98735,36.00155,21.02478,31.29617,34.79437,33.24686,33.69781,30.85544,22.3863,32.51235,32.75384,21.82186,0
173,33.00048361,40.03940208,33.80115788,31.20216681,31.29252061,33.21062218,34.90028,24.15806,34.48307,30.6632,22.67119,21.37426,31.37384,21.43715,35.78229,32.56032,34.05154,21.26068,34.01905,33.97349,32.30557,36.17773,27.09806,24.22162,33.84893,33.45415,33.2838,31.31663,22.3863,30.96164,32.4332,21.82186,0
174,34.4133657,40.15009624,33.84810448,31.14545543,32.4214505,33.5148195,34.39644,24.15806,34.93057,32.01685,22.67119,21.37426,31.29298,21.43715,30.22521,33.341,33.62779,21.26068,33.75399,34.21595,32.11688,36.33245,21.02478,29.30942,34.99089,33.1086,32.77535,29.93626,22.3863,30.69909,32.9885,21.82186,0
175,32.74585814,41.38672181,34.66573856,31.76071646,33.51609314,33.91991403,33.96501,24.15806,33.37032,31.06227,22.67119,21.37426,29.47416,21.43715,23.18001,33.14546,34.38849,27.23892,33.43558,34.46242,32.69428,35.58448,21.02478,28.72928,34.28922,33.24741,33.76711,32.11849,22.3863,32.25189,32.0573,21.82186,0
176,33.22260489,40.84802347,35.09489545,31.64494304,33.38594365,33.55328442,34.55658,32.80491,34.42998,29.90347,22.67119,26.98353,33.20444,21.43715,34.47504,33.0569,33.24384,26.85952,33.23162,34.72402,32.98876,35.50513,21.02478,31.49914,34.48418,33.7034,33.26085,31.57179,22.3863,31.92132,32.70183,21.82186,0
177,31.27544954,40.55235265,36.96222659,30.23234232,36.06922765,35.11581293,33.15506,24.15806,35.56667,31.6603,22.67119,29.28045,32.38201,21.43715,32.12763,31.9253,33.77807,31.77891,34.68455,33.48758,34.23711,34.88265,21.02478,28.17083,37.23507,31.72155,35.38923,34.36199,22.3863,33.29491,30.79817,21.82186,0
178,32.92428508,41.28705041,34.12010003,31.6831366,32.92272626,33.35673808,34.68047,24.15806,34.62822,31.92039,22.67119,27.09075,34.41072,21.43715,29.04315,33.41885,34.28987,21.26068,34.28528,34.71992,32.64347,36.15448,21.02478,24.22162,34.59033,32.87358,32.6934,29.30238,22.3863,31.39512,32.6075,21.82186,1
179,33.76210746,39.67664876,33.79945136,31.08199031,33.20704726,32.86453982,35.60014,24.15806,33.80982,32.7876,22.67119,21.37426,30.16175,21.43715,29.64267,32.28881,33.32866,21.26068,33.48075,34.7728,31.39044,35.95528,21.02478,27.21929,34.01564,33.2976,33.70786,30.72343,22.3863,31.78725,33.35291,27.44984,0
180,32.46787047,40.86806402,35.27388893,31.49719631,32.5009982,34.20514365,35.23053,24.15806,35.1614,30.59097,22.67119,21.37426,30.18843,21.43715,33.21729,32.59123,32.5949,21.26068,33.71163,35.70546,32.58132,37.27475,21.02478,32.08324,35.01634,32.46227,33.7539,31.34356,22.3863,31.77447,32.50118,21.82186,0
